1	1	1	1
1	1	2	1
1	1	3	1
1	1	4	1
1	1	5	1
1	2	6	2
1	2	7	2
1	2	8	2
1	2	9	2
1	2	10	2
1	3	11	3
1	3	12	3
1	3	13	3
1	3	14	3
1	3	15	3
2	1	16	4
2	1	17	4
2	1	18	4
2	1	19	4
2	1	20	4
2	2	21	5
2	2	22	5
2	2	23	5
2	2	24	5
2	2	25	5
2	3	26	6
2	3	27	6
2	3	28	6
2	3	29	6
2	3	30	6
3	1	31	7
3	1	32	7
3	1	33	7
3	1	34	7
3	1	35	7
3	2	36	8
3	2	37	8
3	2	38	8
3	2	39	8
3	2	40	8
3	3	41	9
3	3	42	9
3	3	43	9
3	3	44	9
3	3	45	9
